date,market,segment,source,campaign,impressions,clicks,page_visits,leads,registrations,opportunities,orders,spend,target_cpl
2023-08-01,Telangana,Paid Social,Facebook,TL_LG_21072023,1771,2.0,0.0,1.0,1.0,0.0,0.0,126.69,1800.0
2023-08-01,Telangana,Video,Google,TL_BA_18082023,2060898,30442.0,0.0,0.0,0.0,0.0,0.0,59999.74,500.0
2023-09-01,All Markets,Demand Gen campaigns,Google,AM_DiscoveryRetargeting_15092023,228468,8796.0,0.0,88.2,88.2,0.0,0.0,12998.06,500.0
2023-09-01,All Markets,Demand Gen campaigns,Google,AM_LG_Discovery_28042023,5243721,35829.0,0.0,392.87,392.87,0.0,0.0,94730.11,500.0
2023-09-01,All Markets,Paid Social,Facebook,AM_LG_21092023,176192,853.0,0.0,140.0,140.0,0.0,0.0,20817.93,2200.0
2023-09-01,All Markets,Paid Social,Facebook,AM_LG_27092023,26768,120.0,0.0,17.0,17.0,0.0,0.0,3378.96,2000.0
2023-09-01,All Markets,Search,Google,AM_BrandSearch_15112023,300298,5477.0,0.0,381.61,381.61,0.0,0.0,72869.29000000001,1500.0
2023-09-01,All Markets,Search,Google,AM_GenericSearch_28062023,168196,3164.0,0.0,167.0,167.0,0.0,0.0,29984.48,250.0
2023-09-01,All Markets,Search,Google,AM_LowIntentSearch_20092023,23349,420.0,0.0,23.0,23.0,0.0,0.0,5499.5,500.0
2023-09-01,Andhra Pradesh,Paid Social,Facebook,AP_LG_04052023,396977,1032.0,0.0,90.0,90.0,0.0,0.0,22885.07,1800.0
2023-09-01,Andhra Pradesh,Paid Social,Facebook,AP_LG_AudienceTest_07092023,177459,495.0,0.0,48.0,48.0,0.0,0.0,13587.33,1000.0
2023-09-01,Delhi,Paid Social,Facebook,DL_LG_04082023,623827,1934.0,0.0,256.0,256.0,0.0,0.0,40722.659999999996,1200.0
2023-09-01,Delhi,Paid Social,Facebook,DL_LG_06062023,322091,1029.0,0.0,119.0,119.0,0.0,0.0,24813.88,2200.0
2023-09-01,Delhi,Paid Social,Facebook,DL_LG_AudienceTest_08092023,838265,1885.0,0.0,295.0,295.0,0.0,0.0,54885.51,800.0
2023-09-01,Gujarat,Paid Social,Facebook,GJ_LG_11082023,258524,954.0,0.0,57.0,57.0,0.0,0.0,9813.56,1400.0
2023-09-01,Gujarat,Paid Social,Facebook,GJ_LG_25072023,1884049,4360.0,0.0,357.0,357.0,0.0,0.0,61536.17,1200.0
2023-09-01,Gujarat,Paid Social,Facebook,GJ_LG__AudienceTest_05092023,3819134,9220.0,0.0,871.0,871.0,0.0,0.0,127085.77,1400.0
2023-09-01,Karnataka,Demand Gen campaigns,Google,KA_Discovery_03072023,1518834,16676.0,0.0,111.25,111.25,0.0,0.0,30410.02,750.0
2023-09-01,Karnataka,Paid Social,Facebook,KA_LG_05082023,101642,496.0,0.0,17.0,17.0,0.0,0.0,5213.17,1600.0
2023-09-01,Karnataka,Paid Social,Facebook,KA_LG_05092023,1115308,2571.0,0.0,178.0,178.0,0.0,0.0,55692.67,600.0
2023-09-01,Karnataka,Paid Social,Facebook,KA_LG_18092023,854750,1800.0,0.0,149.0,149.0,0.0,0.0,41016.32,1600.0
2023-09-01,Karnataka,Paid Social,Facebook,KA_LG_24082023,1833093,9165.0,0.0,456.0,456.0,0.0,0.0,64302.14000000001,800.0
2023-09-01,Karnataka,Paid Social,Facebook,KA_LG__AudienceTest_01092023,911077,2713.0,0.0,212.0,212.0,0.0,0.0,53384.310000000005,1400.0
2023-09-01,Maharashtra,Demand Gen campaigns,Google,MH_Discovery_20042023,2812416,23332.0,0.0,136.32999999999998,136.32999999999998,0.0,0.0,76623.62,500.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_03082023,663046,3936.0,0.0,175.0,175.0,0.0,0.0,45312.63,1200.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_05092023,62363,160.0,0.0,11.0,11.0,0.0,0.0,4606.75,1600.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_06092023,407886,972.0,0.0,75.0,75.0,0.0,0.0,22942.36,600.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_07082023,48637,141.0,0.0,9.0,9.0,0.0,0.0,3526.63,400.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_10072023,140197,414.0,0.0,17.0,17.0,0.0,0.0,7629.45,1200.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_11062023,1988149,3193.0,0.0,201.0,201.0,0.0,0.0,40219.73,800.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_13092023,228020,845.0,0.0,34.0,34.0,0.0,0.0,9814.74,1200.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_17082023,2173610,4996.0,0.0,306.0,306.0,0.0,0.0,104407.6,1600.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_19072023,429585,1572.0,0.0,91.0,91.0,0.0,0.0,22667.11,400.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_29052023,4604304,9384.0,0.0,596.0,596.0,0.0,0.0,128434.22,1200.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG_CreativeTest_11092023,181827,313.0,0.0,22.0,22.0,0.0,0.0,13907.17,600.0
2023-09-01,Maharashtra,Paid Social,Facebook,MH_LG__AudienceTest_24082023,806036,2452.0,0.0,166.0,166.0,0.0,0.0,47108.240000000005,1400.0
2023-09-01,Tamil Nadu,Demand Gen campaigns,Google,TN_Discovery_17-02-2023,5040923,34473.0,0.0,298.31,298.31,0.0,0.0,43079.44,250.0
2023-09-01,Tamil Nadu,Paid Social,Facebook,TN_LG_09082023,2114743,5045.0,0.0,389.0,389.0,0.0,0.0,78118.02,1000.0
2023-09-01,Tamil Nadu,Paid Social,Facebook,TN_LG_AudienceTest_08092023,991015,2548.0,0.0,180.0,180.0,0.0,0.0,33030.75,1200.0
2023-09-01,Telangana,Paid Social,Facebook,TL_LG_21072023,420440,1116.0,0.0,102.0,102.0,0.0,0.0,23861.0,1800.0
2023-09-01,Telangana,Paid Social,Facebook,TL_LG_AudienceTest_18092023,245451,414.0,0.0,53.0,53.0,0.0,0.0,14425.24,1000.0
2023-10-01,All Markets,Demand Gen campaigns,Google,AM_DiscoveryRetargeting_15092023,518614,20683.0,0.0,155.57,155.57,0.0,0.0,28951.42,500.0
2023-10-01,All Markets,Demand Gen campaigns,Google,AM_LG_Discovery_28042023,3452792,25715.0,0.0,248.12,248.12,0.0,0.0,63233.649999999994,500.0
2023-10-01,All Markets,Paid Social,Facebook,AM_LG_21092023,1609302,6532.0,0.0,706.0,706.0,0.0,0.0,132089.75,2400.0
2023-10-01,All Markets,Paid Social,Facebook,AM_LG_27092023,84365,310.0,0.0,29.0,29.0,0.0,0.0,6838.950000000001,1800.0
2023-10-01,All Markets,Search,Google,AM_BrandSearch_15112023,183963,4018.0,0.0,261.89,261.89,0.0,0.0,55069.58,1500.0
2023-10-01,All Markets,Search,Google,AM_GenericSearch_28062023,49989,770.0,0.0,12.5,12.5,0.0,0.0,4948.6,250.0
2023-10-01,All Markets,Search,Google,AM_LowIntentSearch_20092023,77101,1640.0,0.0,72.03,72.03,0.0,0.0,17831.760000000002,500.0
2023-10-01,All Markets,Video,Google,AM_BA_YTBoost_13102023,320687,671.0,0.0,0.0,0.0,0.0,0.0,14974.03,250.0
2023-10-01,Andhra Pradesh,Paid Social,Facebook,AP_LG_04052023,72261,170.0,0.0,10.0,10.0,0.0,0.0,4041.51,1200.0
2023-10-01,Delhi,Paid Social,Facebook,DL_LG_04082023,347113,872.0,0.0,148.0,148.0,0.0,0.0,30565.99,1200.0
2023-10-01,Delhi,Paid Social,Facebook,DL_LG_08102023,819638,1292.0,0.0,134.0,134.0,0.0,0.0,28244.340000000004,1200.0
2023-10-01,Delhi,Paid Social,Facebook,DL_LG_16102023,9386,34.0,0.0,3.0,3.0,0.0,0.0,1016.55,1600.0
2023-10-01,Delhi,Paid Social,Facebook,DL_LG_17102023,7205,23.0,0.0,2.0,2.0,0.0,0.0,712.26,2400.0
2023-10-01,Delhi,Paid Social,Facebook,DL_LG_18102023,1118655,2309.0,0.0,282.0,282.0,0.0,0.0,47965.08,1600.0
2023-10-01,Delhi,Paid Social,Facebook,DL_LG_AudienceTest_08092023,353754,860.0,0.0,126.0,126.0,0.0,0.0,24406.25,800.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG_10102023,292936,556.0,0.0,44.0,44.0,0.0,0.0,8659.400000000001,800.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG_17102023,324661,741.0,0.0,50.0,50.0,0.0,0.0,14009.039999999999,1600.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG_18102023,251922,495.0,0.0,34.0,34.0,0.0,0.0,9561.93,1600.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG_20102023,4008511,9683.0,0.0,875.0,875.0,0.0,0.0,76584.91,2200.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG_25072023,1973302,3927.0,0.0,317.0,317.0,0.0,0.0,62832.58,1200.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG_AudienceTest_16102023,460516,868.0,0.0,99.0,99.0,0.0,0.0,18438.34,1400.0
2023-10-01,Gujarat,Paid Social,Facebook,GJ_LG__AudienceTest_05092023,910817,2151.0,0.0,208.0,208.0,0.0,0.0,43741.58,1400.0
2023-10-01,Karnataka,Demand Gen campaigns,Google,KA_Discovery_03072023,161594,1530.0,0.0,11.43,11.43,0.0,0.0,4681.76,750.0
2023-10-01,Karnataka,Paid Social,Facebook,KA_LG_05082023,51934,111.0,0.0,5.0,5.0,0.0,0.0,4030.7400000000002,1600.0
2023-10-01,Karnataka,Paid Social,Facebook,KA_LG_05092023,98963,251.0,0.0,22.0,22.0,0.0,0.0,5968.469999999999,600.0
2023-10-01,Karnataka,Paid Social,Facebook,KA_LG_18092023,1373429,3498.0,0.0,232.0,232.0,0.0,0.0,67644.59,1600.0
2023-10-01,Karnataka,Paid Social,Facebook,KA_LG_20102023,708507,2490.0,0.0,142.0,142.0,0.0,0.0,35087.619999999995,2400.0
2023-10-01,Karnataka,Paid Social,Facebook,KA_LG_24082023,3538826,13234.0,0.0,634.0,634.0,0.0,0.0,121236.55,800.0
2023-10-01,Karnataka,Paid Social,Facebook,KA_LG__AudienceTest_01092023,54560,107.0,0.0,8.0,8.0,0.0,0.0,4644.18,1400.0
2023-10-01,Maharashtra,Demand Gen campaigns,Google,MH_Discovery_20042023,775176,11196.0,0.0,16.0,16.0,0.0,0.0,12896.32,500.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_03082023,109010,555.0,0.0,23.0,23.0,0.0,0.0,7073.87,800.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_04102023,357720,591.0,0.0,57.0,57.0,0.0,0.0,9669.25,800.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_05102023,1096606,7041.0,0.0,308.0,308.0,0.0,0.0,57555.0,1200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_10072023,57821,213.0,0.0,10.0,10.0,0.0,0.0,3658.54,1200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_10102023,1684736,3012.0,0.0,260.0,260.0,0.0,0.0,60514.17,1200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_11062023,1288297,2019.0,0.0,92.0,92.0,0.0,0.0,21989.38,1200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_16102023,68491,170.0,0.0,13.0,13.0,0.0,0.0,3667.4800000000005,800.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_17082023,449750,935.0,0.0,51.0,51.0,0.0,0.0,21718.17,2200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_18102023,200829,383.0,0.0,19.0,19.0,0.0,0.0,5871.5199999999995,1600.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_19072023,1038011,1842.0,0.0,162.0,162.0,0.0,0.0,48522.0,400.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_19102023,150231,361.0,0.0,16.0,16.0,0.0,0.0,6111.370000000001,1200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_20102023,32662,120.0,0.0,5.0,5.0,0.0,0.0,2629.57,2200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_26102023,451109,1764.0,0.0,175.0,175.0,0.0,0.0,16093.21,800.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_29052023,4509571,10620.0,0.0,592.0,592.0,0.0,0.0,189618.25,1200.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_AudienceTest_16102023,49432,116.0,0.0,10.0,10.0,0.0,0.0,3694.2,1600.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG_AudienceTest_17102023,94618,319.0,0.0,16.0,16.0,0.0,0.0,6735.21,800.0
2023-10-01,Maharashtra,Paid Social,Facebook,MH_LG__AudienceTest_24082023,139145,339.0,0.0,40.0,40.0,0.0,0.0,11698.579999999998,1000.0
2023-10-01,Tamil Nadu,Demand Gen campaigns,Google,TN_Discovery_17-02-2023,8969551,76993.0,0.0,424.04,424.04,0.0,0.0,88192.02,250.0
2023-10-01,Tamil Nadu,Paid Social,Facebook,TN_LG_09082023,2106912,5989.0,0.0,343.0,343.0,0.0,0.0,85768.06,800.0
2023-10-01,Tamil Nadu,Paid Social,Facebook,TN_LG_10102023,1645528,3233.0,0.0,202.0,202.0,0.0,0.0,46361.78,400.0
2023-10-01,Tamil Nadu,Paid Social,Facebook,TN_LG_AudienceTest_08092023,327771,1094.0,0.0,64.0,64.0,0.0,0.0,12717.279999999999,1200.0
2023-10-01,Telangana,Paid Social,Facebook,TL_LG_11072023,1275468,5755.0,0.0,556.0,556.0,0.0,0.0,55572.170000000006,1800.0
2023-10-01,Telangana,Paid Social,Facebook,TL_LG_21072023,72628,193.0,0.0,22.0,22.0,0.0,0.0,5504.610000000001,1800.0
2023-11-01,All Markets,Demand Gen campaigns,Google,AM_DiscoveryRetargeting_15092023,381486,16578.0,0.0,106.61,106.61,0.0,0.0,25495.989999999998,500.0
2023-11-01,All Markets,Demand Gen campaigns,Google,AM_LG_Discovery_28042023,3368814,27646.0,0.0,217.36,217.36,0.0,0.0,52678.229999999996,500.0
2023-11-01,All Markets,Paid Social,Facebook,AM_LG_01112023,1909004,5025.0,0.0,568.0,568.0,0.0,0.0,133569.04,1400.0
2023-11-01,All Markets,Paid Social,Facebook,AM_LG_10112023_Expe,17122,29.0,0.0,1.0,1.0,0.0,0.0,611.28,600.0
2023-11-01,All Markets,Paid Social,Facebook,AM_LG_16112023_CT2023,33848,129.0,0.0,0.0,0.0,0.0,0.0,4979.05,800.0
2023-11-01,All Markets,Paid Social,Facebook,AM_LG_21092023,2812975,9206.0,0.0,903.0,903.0,0.0,0.0,206595.99,2000.0
2023-11-01,All Markets,Paid Social,Facebook,AM_LG_23112023,121340,254.0,0.0,30.0,30.0,0.0,0.0,7319.7300000000005,600.0
2023-11-01,All Markets,Paid Social,Facebook,AM_RG_16112023,66779,198.0,0.0,1.0,1.0,0.0,0.0,3308.62,1600.0
2023-11-01,All Markets,Search,Google,AM_BrandSearch_15112023,51676,3435.0,0.0,292.37,292.37,0.0,0.0,59642.47,1500.0
2023-11-01,All Markets,Search,Google,AM_LowIntentSearch_20092023,61554,1096.0,0.0,50.12,50.12,0.0,0.0,11034.41,250.0
2023-11-01,All Markets,Video,Google,AM_BA_YTBoost_03112023,289950,602.0,0.0,0.0,0.0,0.0,0.0,14986.03,250.0
2023-11-01,Delhi,Paid Social,Facebook,DL_LG_01112023,666429,1511.0,0.0,89.0,89.0,0.0,0.0,31608.81,2400.0
2023-11-01,Delhi,Paid Social,Facebook,DL_LG_04082023,261026,544.0,0.0,66.0,66.0,0.0,0.0,16690.559999999998,800.0
2023-11-01,Delhi,Paid Social,Facebook,DL_LG_18102023,835530,1782.0,0.0,181.0,181.0,0.0,0.0,43439.07,1600.0
2023-11-01,Delhi,Paid Social,Facebook,DL_LG_31102023,59981,94.0,0.0,12.0,12.0,0.0,0.0,3653.93,2400.0
2023-11-01,Delhi,Paid Social,Facebook,DL_LG_AudienceTest_08092023,142487,311.0,0.0,31.0,31.0,0.0,0.0,9736.91,800.0
2023-11-01,Gujarat,Paid Social,Facebook,GJ_LG_20102023,3571534,8311.0,0.0,568.0,568.0,0.0,0.0,71259.87,2200.0
2023-11-01,Gujarat,Paid Social,Facebook,GJ_LG_25072023,2982267,7389.0,0.0,409.0,409.0,0.0,0.0,117396.23,2800.0
2023-11-01,Gujarat,Paid Social,Facebook,GJ_LG_AudienceTest_16102023,1912159,3704.0,0.0,231.0,231.0,0.0,0.0,46123.86,1400.0
2023-11-01,Gujarat,Paid Social,Facebook,GJ_LG__AudienceTest_05092023,857938,1786.0,0.0,96.0,96.0,0.0,0.0,20970.84,1400.0
2023-11-01,Karnataka,Paid Social,Facebook,KA_LG_17112023,383829,1001.0,0.0,47.0,47.0,0.0,0.0,14777.640000000001,4800.0
2023-11-01,Karnataka,Paid Social,Facebook,KA_LG_18112023,56021,139.0,0.0,4.0,4.0,0.0,0.0,2659.07,1600.0
2023-11-01,Karnataka,Paid Social,Facebook,KA_LG_20102023,1483975,5630.0,0.0,244.0,244.0,0.0,0.0,74922.06999999999,2600.0
2023-11-01,Karnataka,Paid Social,Facebook,KA_LG_24082023,2760040,7698.0,0.0,409.0,409.0,0.0,0.0,115385.73,2400.0
2023-11-01,Karnataka,Paid Social,Facebook,KA_LG_28062023,8219,32.0,0.0,1.0,1.0,0.0,0.0,628.38,800.0
2023-11-01,Karnataka,Paid Social,Facebook,KA_LG__AudienceTest_01092023,268588,660.0,0.0,42.0,42.0,0.0,0.0,14080.85,1400.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_03112023,3254071,11708.0,0.0,681.0,681.0,0.0,0.0,148585.09,1600.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_05102023,143488,912.0,0.0,36.0,36.0,0.0,0.0,7820.34,1200.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_06112023,2050780,4529.0,0.0,234.0,234.0,0.0,0.0,78536.46,3200.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_10102023,126722,302.0,0.0,11.0,11.0,0.0,0.0,5949.780000000001,600.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_16112023,312524,1184.0,0.0,67.0,67.0,0.0,0.0,25072.08,1600.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_19072023,313229,665.0,0.0,56.0,56.0,0.0,0.0,17703.74,400.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_26102023,5024635,16576.0,0.0,1065.0,1065.0,0.0,0.0,169961.78999999998,800.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_28112023,74310,312.0,0.0,24.0,24.0,0.0,0.0,4716.650000000001,1200.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_29052023,1125682,3489.0,0.0,241.0,241.0,0.0,0.0,94085.98,2800.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_29112023,30460,58.0,0.0,3.0,3.0,0.0,0.0,1330.22,800.0
2023-11-01,Maharashtra,Paid Social,Facebook,MH_LG_30112023,108,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2000.0
2023-11-01,Tamil Nadu,Demand Gen campaigns,Google,TN_Discovery_17-02-2023,9342128,73127.0,0.0,323.61,323.61,0.0,0.0,80604.9,250.0
2023-11-01,Tamil Nadu,Paid Social,Facebook,TN_LG_09082023,1233278,3688.0,0.0,177.0,177.0,0.0,0.0,51773.29,800.0
2023-11-01,Tamil Nadu,Paid Social,Facebook,TN_LG_10102023,5508125,10330.0,0.0,576.0,576.0,0.0,0.0,149456.47,400.0
2023-11-01,Tamil Nadu,Paid Social,Facebook,TN_LG_AudienceTest_08092023,385024,1073.0,0.0,67.0,67.0,0.0,0.0,16419.66,600.0
2023-11-01,Telangana,Paid Social,Facebook,TL_LG_11072023,1642062,5718.0,0.0,553.0,553.0,0.0,0.0,73551.35999999999,1800.0
2023-12-01,All Markets,Demand Gen campaigns,Google,AM_DiscoveryRetargeting_15092023,7947586,270280.0,0.0,1047.98,1047.98,0.0,0.0,105540.97,500.0
2023-12-01,All Markets,Demand Gen campaigns,Google,AM_LG_Discovery_28042023,6867387,66777.0,0.0,362.61,362.61,0.0,0.0,103629.38,500.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_01112023,676805,1899.0,0.0,223.0,223.0,0.0,0.0,59679.47,1400.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_05122023,4528875,11539.0,0.0,787.0,787.0,0.0,0.0,166222.95,1000.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_13122023,147758,340.0,0.0,40.0,40.0,0.0,0.0,13410.17,600.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_15122023,2566468,7690.0,0.0,546.0,546.0,0.0,0.0,90891.08,1400.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_16122023,1203825,4520.0,0.0,498.0,498.0,0.0,0.0,98327.49,1400.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_21092023,784979,2693.0,0.0,321.0,321.0,0.0,0.0,76535.41,2800.0
2023-12-01,All Markets,Paid Social,Facebook,AM_LG_23112023,104629,219.0,0.0,25.0,25.0,0.0,0.0,6452.33,1200.0
2023-12-01,All Markets,Paid Social,Facebook,AM_RG_11122023,22644,65.0,0.0,0.0,0.0,0.0,0.0,1269.78,1000.0
2023-12-01,All Markets,Paid Social,Facebook,AM_RG_12122023,42408,129.0,0.0,0.0,0.0,0.0,0.0,2435.28,1000.0
2023-12-01,All Markets,Paid Social,Facebook,AM_RG_16112023,253637,958.0,0.0,0.0,0.0,0.0,0.0,18317.03,1600.0
2023-12-01,All Markets,Search,Google,AM_BrandSearch_15112023,69521,4845.0,0.0,372.23,372.23,0.0,0.0,75412.45,1500.0
2023-12-01,All Markets,Search,Google,AM_GS_WebsiteKeywords_05122023,64452,2512.0,0.0,138.01,138.01,0.0,0.0,35961.64,500.0
2023-12-01,All Markets,Search,Google,AM_LowIntentSearch_20092023,65606,1653.0,0.0,47.99,47.99,0.0,0.0,12617.41,250.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_03052023,45303,115.0,0.0,7.0,7.0,0.0,0.0,4109.13,3600.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_04082023,111146,203.0,0.0,19.0,19.0,0.0,0.0,7042.549999999999,800.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_04122023,124453,334.0,0.0,45.0,45.0,0.0,0.0,10187.48,800.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_07122023,61547,149.0,0.0,10.0,10.0,0.0,0.0,4320.42,1200.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_16122023,1818209,4970.0,0.0,468.0,468.0,0.0,0.0,74664.87,2800.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_18102023,2125505,4382.0,0.0,266.0,266.0,0.0,0.0,110082.26000000001,2800.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_19062023,38213,141.0,0.0,8.0,8.0,0.0,0.0,3100.35,800.0
2023-12-01,Delhi,Paid Social,Facebook,DL_LG_AudienceTest_08092023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG_03072023,252413,560.0,0.0,35.0,35.0,0.0,0.0,10106.38,2400.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG_15122023,1793447,3780.0,0.0,181.0,181.0,0.0,0.0,53480.58,800.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG_20102023,1473711,3979.0,0.0,272.0,272.0,0.0,0.0,30041.78,2200.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG_24052023,131029,275.0,0.0,18.0,18.0,0.0,0.0,5483.8099999999995,2400.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG_25072023,72067,158.0,0.0,10.0,10.0,0.0,0.0,3309.11,2600.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG_AudienceTest_16102023,6032196,11232.0,0.0,610.0,610.0,0.0,0.0,162970.59,1400.0
2023-12-01,Gujarat,Paid Social,Facebook,GJ_LG__AudienceTest_05092023,3827813,9267.0,0.0,477.0,477.0,0.0,0.0,133720.0,1400.0
2023-12-01,Karnataka,Demand Gen campaigns,Google,KA_Discovery_03072023,317551,3709.0,0.0,18.12,18.12,0.0,0.0,5590.5,750.0
2023-12-01,Karnataka,Paid Social,Facebook,KA_LG_03072023,229526,326.0,0.0,28.0,28.0,0.0,0.0,10133.210000000001,800.0
2023-12-01,Karnataka,Paid Social,Facebook,KA_LG_05082023,263898,509.0,0.0,41.0,41.0,0.0,0.0,13270.28,1600.0
2023-12-01,Karnataka,Paid Social,Facebook,KA_LG_08122023,50623,186.0,0.0,5.0,5.0,0.0,0.0,3676.44,600.0
2023-12-01,Karnataka,Paid Social,Facebook,KA_LG_24082023,799804,2654.0,0.0,156.0,156.0,0.0,0.0,34112.659999999996,2400.0
2023-12-01,Maharashtra,Demand Gen campaigns,Google,MH_Discovery_20042023,243757,2120.0,0.0,11.0,11.0,0.0,0.0,9684.7,500.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_03112023,1713112,5666.0,0.0,247.0,247.0,0.0,0.0,61949.19,800.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_06112023,1689176,3393.0,0.0,190.0,190.0,0.0,0.0,53080.76,4800.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_10102023,346085,1343.0,0.0,87.0,87.0,0.0,0.0,20467.5,1200.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_15122023,796475,1602.0,0.0,136.0,136.0,0.0,0.0,46193.44,1400.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_17082023,1469480,2893.0,0.0,177.0,177.0,0.0,0.0,75540.02,2200.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_19072023,1560580,2767.0,0.0,227.0,227.0,0.0,0.0,78676.49,800.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_28112023,2153740,6922.0,0.0,513.0,513.0,0.0,0.0,82407.67,1200.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_29052023,574003,1773.0,0.0,104.0,104.0,0.0,0.0,40495.5,2800.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG_30112023,184567,587.0,0.0,45.0,45.0,0.0,0.0,9843.13,2000.0
2023-12-01,Maharashtra,Paid Social,Facebook,MH_LG__AudienceTest_24082023,504737,867.0,0.0,80.0,80.0,0.0,0.0,26239.57,1000.0
2023-12-01,Tamil Nadu,Demand Gen campaigns,Google,TN_Discovery_17-02-2023,15813367,152552.0,0.0,391.04,391.04,0.0,0.0,121887.58,250.0
2023-12-01,Tamil Nadu,Paid Social,Facebook,TN_LG_01062023,1450721,3165.0,0.0,192.0,192.0,0.0,0.0,44315.36,2000.0
2023-12-01,Tamil Nadu,Paid Social,Facebook,TN_LG_09082023,725408,1671.0,0.0,100.0,100.0,0.0,0.0,21232.59,800.0
2023-12-01,Tamil Nadu,Paid Social,Facebook,TN_LG_10102023,71113,106.0,0.0,3.0,3.0,0.0,0.0,1834.41,400.0
2023-12-01,Tamil Nadu,Paid Social,Facebook,TN_LG_AudienceTest_08092023,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
